4,38584.90482899967,38574.24529799969
5,52913.26342300045,52811.73472300045
6,65837.89503999977,65807.60000999976
7,85335.88454200086,85316.13166000087
8,118533.50742099996,118021.96452899998
9,122462.33623399831,122053.44597299842
10,136198.2338860005,135525.74593200005
11,115173.68492000055,114968.97356100062
12,105093.4402940003,104899.30122800026
13,110501.12483899886,110344.03349599888
20,199385.98819100147,193744.91557800162
21,168742.33311400097,168623.12090900098
22,130852.46421600126,130777.82589700128
23,104996.89632899976,104766.92755999976
24,83276.50251799962,83070.4846809996
25,75438.20020500015,75420.02842400013
26,68359.99262600092,68327.78439600092
30,117537.88462300005,117496.26434100005
31,172745.66633000027,172538.51376100033
32,237057.28412600065,233948.59742500097
33,257195.08394700233,254027.1598140019
34,243827.6850120008,243272.20832500054
35,220233.54266500115,219613.58051200138
36,217597.12611199805,217470.60911899802
37,231933.13221899964,231565.77226199952
38,235319.0102879991,234958.275284999
39,229703.41872300036,229506.04271700038
40,215323.32064600295,215246.96246600288
41,185598.59653599886,185583.73516099885
42,176836.07972300015,176740.89391800022
43,183923.2333650007,183790.8747630007
44,185786.20240699942,185449.60513299928
45,161379.61884199956,161287.82858099957
46,128183.80371900019,128170.5242690002
47,99302.07214799932,99302.07214799932
48,77209.48342200127,77135.21671400125
49,69316.31632999924,69316.31632999924
50,66491.76012899993,66491.76012899993
51,61028.074298999716,60936.27403399972
52,65344.35603500022,65344.35603500022
53,89096.20080799922,89096.20080799922
54,112565.40605899996,112492.07699399993
55,164767.50282099927,164645.26136799922
56,223235.65805800076,222900.5022010007
57,229598.57774700093,229109.98226400092
58,230432.27374199973,229724.85390599948
59,208224.27808500009,207739.50429400022
60,209608.95274899967,209565.62618299967
61,225363.8123570008,225081.6192310006
62,220663.8061889983,220536.0223559983
63,220871.5646559989,220706.08644499918
64,207996.9439510001,207846.5980040001
65,176448.88794000016,176367.14800100023
66,162528.71968300114,162528.71968300114
67,171181.29261499937,171015.58747299938
68,178044.29471599933,177718.5237439993
69,158007.78881499742,157981.01409899737
70,123095.10744900026,123095.10744900026
71,95976.18338800008,95934.33730300002
72,75427.77726199999,75390.586473
73,68585.42883199998,68585.42883199998
74,70083.68858699975,70064.38370499974
75,64099.757939999574,64099.757939999574
76,72224.19846999928,72224.19846999928
77,87424.75047200103,87424.75047200103
78,112257.61181800014,112106.90451300006
79,156131.14522899996,155990.724499
80,201490.76931699875,201370.04223599873
81,210899.65246199982,210873.51862299978
82,208794.00773399795,208697.10077999797
83,195207.40495099718,195039.95990099717
84,196526.59363499747,196485.61630299743
85,204360.4646180001,204360.4646180001
86,195554.3068460009,195521.4849210009
87,186951.46059100179,186951.46059100179
88,174763.6083439977,174763.6083439977
89,164381.61491100048,164381.61491100048
90,158720.69523700117,158702.48616700113
91,167158.28277300094,167134.20847200093
92,166854.82443599895,166772.90550399915
93,152619.28751400058,152619.28751400058
94,119949.34109300008,119949.34109300008
95,94921.22640700018,94921.22640700018
96,76470.19798000017,76431.93443200007
97,69396.72640299928,69396.72640299928
98,65090.82884099974,65074.02417799972
99,63048.48411199978,63048.48411199978
100,66193.066443,66193.066443
101,86573.13729400006,86573.13729400006
102,106622.94613000052,106618.76090400052
103,139702.46790000066,139610.43195600066
104,182423.6839810014,182356.00241700138
105,195127.90369599964,195042.6519799997
106,191130.67577999918,191122.78008299915
107,183679.18682700026,183679.18682700026
108,176205.54191699886,176205.54191699886
109,176755.05086800284,176755.05086800284
110,182360.33962600047,182360.33962600047
111,180671.1218440016,180671.1218440016
112,171205.42250600082,171205.42250600082
113,154167.23353999987,154167.23353999987
114,152132.8055810021,152132.8055810021
115,163375.75280000234,163371.58534000238
116,166642.096444001,166642.096444001
117,149243.26112299986,149243.26112299986
118,116886.88069400014,116886.88069400014
119,113530.19771000053,106084.78952400021
120,86059.88535999991,85999.8641519999
121,75773.9686380007,75759.17286600069
122,72475.82892800074,72475.82892800074
123,68344.3094249998,68344.3094249998
124,74850.86853499958,74850.86853499958
125,96867.0839590005,96680.59509200048
126,118045.16926800086,117719.01162600078
127,171907.30401799877,171185.79276699887
128,237768.9625739999,236367.78057799983
129,249763.6593869996,249298.04971299975
130,250732.25268799864,250551.3235969987
131,228988.06282899936,228679.3191569994
132,228675.38401799882,228594.28862299898
133,233505.8952560001,233408.1172460002
134,233091.86961499817,232910.91374099834
135,235990.46483899897,235930.10463499906
136,232443.94679400057,232374.6238470007
137,192849.12632899976,192814.20077299976
138,178835.93539799936,178831.1152979994
139,190194.44066999786,190120.62199599782
140,191488.5567859997,191340.43670099968
141,169002.03633700142,169002.03633700142
143,130119.48555700104,105245.866501001
144,84352.7897990002,84285.91269900031
145,74741.89414500087,74724.3929700009
146,70991.46218200066,70982.24118700063
147,68551.85229399998,68492.10097
148,75221.45712899993,75210.94453099997
149,96709.80832300016,96573.6597500003
150,124228.21170599952,123870.02354799952
151,173337.7399380006,172683.73860000036
152,235025.36238100266,233912.2336370024
153,263709.56931500154,262378.6707590013
154,267195.4730730014,266247.4814120016
155,219011.71880499957,218991.80924999955
156,167298.59802899943,167290.09987699945
157,253884.89265199905,253686.02203399924
158,256046.75303300022,255678.6856949998
159,263705.13076099916,263316.83464999916
160,249283.4251809997,249212.03326299976
161,221634.7101079985,221587.30405999857
162,218099.839431,217915.92531800002
163,227984.4453000018,227211.93011800188
164,230906.1494320004,230079.0007020006
165,214163.3615569986,213295.79225099884
166,156305.00487699875,156011.21727899867
167,134568.8232869991,133768.29180499932
168,114358.60214299889,113989.5196119989
169,89839.16398000058,89834.56208500054
171,66004.10566799897,66001.76006799897
172,76381.04582800047,76297.74658800047
173,98453.8572639997,98444.88167199968
174,130459.09889099926,130362.34987499933
175,191079.88729299838,190716.11505299812
176,257576.3755489989,257054.39533499937
177,279312.05280899943,278753.3165769992
178,272637.6030049987,272392.6009319992
179,249194.64414799993,249168.2589919999
180,242239.13138200104,242239.13138200104
181,249969.8130669988,249962.40610299882
182,253605.96297499837,253520.89602099828
183,252328.76540899972,252223.73838599978
184,237298.5751950002,237147.13792200008
185,209392.851461001,209243.69121600108
186,201155.49695199993,201023.94457999992
187,209191.53721499807,209116.00424699803
188,213097.65964800114,213008.00980500126
189,193747.5617720008,193714.45448300085
190,148810.33421400003,148810.33421400003
191,148810.33421400003,148810.33421400003
